Araç,Sayfa,Başlık,Entry No,Entry Metni,tokens
fiat egea,30,fiat egea,2,"hakkında çok ilginç fikirlerin beyan edildiği otomobil. şimdi bu aracın yedek parça fiyatları, bakım maliyetleri, servis ağı falan benim gibi bir kullanıcı için öncelikli tercih sebebi değil. çünkü ben yılda 100bin km yol yapan bir taksici veya rent a car firması sahibi değilim. ben yılda 10bin km yapan sıradan bir vatandaşım. bu açıdan benim bu aracı seat, honda, toyota gibi araçlarla kıyaslamam en doğal durumdur. çünkü fiyat aralığı onlara çok yakın. kalite algısı, kalite hissi, konfor, güvenlik, performans, verimlilik gibi konularda onlarla kıyaslamak da aynı şekilde çok doğal bir tüketici refleksidir. asıl ilginç olan vw golf'e 80bin tl çok, o paraya golf mü alınır, doğuş sizi kazıklıyor, tok kapı sesi için o para verilir mi, hepiniz malsınız gibi yorumlar yapılırken bu egea için biçilen 70bin tl'nin kimi yazarlarca normal karşılanması. hayır biri de demiş ki ""70binlik olan en üst donanımda olanı. onu diğer markaların en alt donanımı ile kıyaslamayın"". e tamam güzel kardeşim de yani bunun en alt donanımı bildiğin boş. golf'ün en alt donanımı ile bunun en üst donanımı aynı seviyede neredeyse veya seat leon. yani biraz objektif olun lütfen. en ucuz sıfır km golf 61bin tl, seat leon 57bin tl, honda toyota da benzer fiyatlarda. benim gibi bir kullanıcı 3-5 fazla verip bir alman otomobiline binmek varken niye fiat'a binmeyi tercih etsin. tamponu daha ucuz diye mi? böyle saçmalık olur mu?herkes farkında işte. bu araba taksi ve filo aracı olacaktır.","['hakkında', 'ilginç', 'fikirlerin', 'beyan', 'edildiği', 'otomobil', 'şimdi', 'aracın', 'yedek', 'parça', 'fiyatları', 'bakım', 'maliyetleri', 'servis', 'ağı', 'falan', 'benim', 'bir', 'kullanıcı', 'öncelikli', 'tercih', 'sebebi', 'değil', 'ben', 'yılda', '100bin', 'km', 'yol', 'yapan', 'bir', 'taksici', 'rent', 'a', 'car', 'firması', 'sahibi', 'değilim', 'ben', 'yılda', '10bin', 'km', 'yapan', 'sıradan', 'bir', 'vatandaşım', 'açıdan', 'benim', 'aracı', 'seat', 'honda', 'toyota', 'araçlarla', 'kıyaslamam', 'doğal', 'durumdur', 'fiyat', 'aralığı', 'onlara', 'yakın', 'kalite', 'algısı', 'kalite', 'hissi', 'konfor', 'güvenlik', 'performans', 'verimlilik', 'konularda', 'onlarla', 'kıyaslamak', 'aynı', 'şekilde', 'doğal', 'bir', 'tüketici', 'refleksidir', 'asıl', 'ilginç', 'olan', 'vw', 'golf', 'e', '80bin', 'tl', 'paraya', 'golf', 'alınır', 'doğuş', 'sizi', 'kazıklıyor', 'tok', 'kapı', 'sesi', 'para', 'verilir', 'mi', 'hepiniz', 'malsınız', 'yorumlar', 'yapılırken', 'egea', 'biçilen', '70bin', ""tl'nin"", 'kimi', 'yazarlarca', 'normal', 'karşılanması', 'hayır', 'demiş', '``', '70binlik', 'olan', 'üst', 'donanımda', 'olanı', 'onu', 'diğer', 'markaların', 'alt', 'donanımı', 'kıyaslamayın', ""''"", 'e', 'tamam', 'güzel', 'kardeşim', 'bunun', 'alt', 'donanımı', 'bildiğin', 'boş', ""golf'ün"", 'alt', 'donanımı', 'bunun', 'üst', 'donanımı', 'aynı', 'seviyede', 'neredeyse', 'seat', 'leon', 'biraz', 'objektif', 'olun', 'lütfen', 'ucuz', 'sıfır', 'km', 'golf', '61bin', 'tl', 'seat', 'leon', '57bin', 'tl', 'honda', 'toyota', 'benzer', 'fiyatlarda', 'benim', 'bir', 'kullanıcı', '3-5', 'fazla', 'verip', 'bir', 'alman', 'otomobiline', 'binmek', 'varken', 'fiat', 'a', 'binmeyi', 'tercih', 'etsin', 'tamponu', 'ucuz', 'mi', 'böyle', 'saçmalık', 'olur', 'herkes', 'farkında', 'işte', 'araba', 'taksi', 'filo', 'aracı', 'olacaktır']"
fiat egea,30,fiat egea,3,"fiyat politikası ve donanım seçenekleriyle daha başlamadan kaybeden otomobildir.fiat merka bir otomobilin 50 bin üstü bir fiyata satılması saçmadır. hele ki bu otomobil 1,6 multijet iki gibi bir motor elindeyken bunu baz model ageaya koymazsa bu daha da büyük mallıktır.satmaz. alsa alsa taksici alır ki onlar da bu fiyata asla almaz. filo aracı bile olmaz. fiyat düşmezse bu model bravo gibi çuvallamaya mahkumdur.","['fiyat', 'politikası', 'donanım', 'seçenekleriyle', 'başlamadan', 'kaybeden', 'otomobildir.fiat', 'merka', 'bir', 'otomobilin', '50', 'bin', 'üstü', 'bir', 'fiyata', 'satılması', 'saçmadır', 'hele', 'otomobil', '1,6', 'multijet', 'iki', 'bir', 'motor', 'elindeyken', 'bunu', 'baz', 'model', 'ageaya', 'koymazsa', 'büyük', 'mallıktır.satmaz', 'alsa', 'alsa', 'taksici', 'alır', 'onlar', 'fiyata', 'asla', 'almaz', 'filo', 'aracı', 'bile', 'olmaz', 'fiyat', 'düşmezse', 'model', 'bravo', 'çuvallamaya', 'mahkumdur']"
fiat egea,30,fiat egea,4,sanki fiat otomatik viteste çığır açmış bir firma ya aq....,"['fiat', 'otomatik', 'viteste', 'çığır', 'açmış', 'bir', 'firma', 'aq', '....']"
fiat egea,30,fiat egea,5,"(bkz: la bu fiat egea size ne etti gardaşım) şöyle kötü böyle kötü diye sözlükte sürekli vurulan araç. yok teknolojisi eski, yok 2015 yılında bu da olur muymuş rerö rerö ... olm dışarda uçan arabalar var da biz mi göremiyoruz amk.piyasanın standardı bu adamlar da ona göre araba yapmışlar işte. fiyatina gelnce b sınıfı araçların 40 bin tl'den başladığı piyasada kaç paraya satmalıydı ki sözlükçüleri memnun etsin? hayat bilgisayar başındaki gibi değil genşler bi kafanızı kaldırın da bakın. ondan sonra bo okp nosol yozdo oluo oy oldo yooo diye dolaşmayın ortada.","['bkz', 'la', 'fiat', 'egea', 'size', 'etti', 'gardaşım', 'şöyle', 'kötü', 'böyle', 'kötü', 'sözlükte', 'sürekli', 'vurulan', 'araç', 'yok', 'teknolojisi', 'eski', 'yok', '2015', 'yılında', 'olur', 'muymuş', 'rerö', 'rerö', '...', 'olm', 'dışarda', 'uçan', 'arabalar', 'var', 'mi', 'göremiyoruz', 'amk.piyasanın', 'standardı', 'adamlar', 'ona', 'göre', 'araba', 'yapmışlar', 'işte', 'fiyatina', 'gelnce', 'b', 'sınıfı', 'araçların', '40', 'bin', ""tl'den"", 'başladığı', 'piyasada', 'kaç', 'paraya', 'satmalıydı', 'sözlükçüleri', 'memnun', 'etsin', 'hayat', 'bilgisayar', 'başındaki', 'değil', 'genşler', 'bi', 'kafanızı', 'kaldırın', 'bakın', 'ondan', 'sonra', 'bo', 'okp', 'nosol', 'yozdo', 'oluo', 'oy', 'oldo', 'yooo', 'dolaşmayın', 'ortada']"
fiat egea,30,fiat egea,6,"öncelikle; (bkz: #51520954)(bkz: #55459818)cumartesi günü yakından inceleme fırsatı bulduğum araba. şöyle bir bilgi paylaşmak isterim, mağaza satış müdürü temmuz 2016 gibi otomatik vites seçeneğinin sunulabileceğini söyledi. tabi kesin bilgi değil o yüzden yaymayalım. diğer bir önemli gözleme gelecek olursak; arabayı görmeye gelenler ikiye ayrılıyor. meraktan gelenler ve şirket aracı olarak bakanlar. henüz satın almak için gelene denk gelmedim.özellikle şirket aracı için bakmaya gelenler genelde passat veyahut jetta arabalarıyla gelip bu dostumuzu gördüler. tavsiye edilen fiyatları 47,900 tl ile 68,900 tl arasında gidip geliyor. özellikle bagajı ve geniş arka tarafı için tercih edilecek gibi gözüküyor. yoksa öyle insanlar tanıyorum ki, ön camları otomatik açılsın bana yeter kafasındalar. bu yüzden halkımız önce bir satışlara bakacak, taksici ve şirket filosu satışları ile doğru orantılı piyasa oluşmaya başlayacak. ama başıma bir şey gelmeyecek dışını içinden daha çok beğendiğimi söylemek isterim. ne diyelim alıcısına hayırlı olsun. boya takıntısı olanlar aramasın.","['öncelikle', 'bkz', '51520954', 'bkz', '55459818', 'cumartesi', 'günü', 'yakından', 'inceleme', 'fırsatı', 'bulduğum', 'araba', 'şöyle', 'bir', 'bilgi', 'paylaşmak', 'isterim', 'mağaza', 'satış', 'müdürü', 'temmuz', '2016', 'otomatik', 'vites', 'seçeneğinin', 'sunulabileceğini', 'söyledi', 'tabi', 'kesin', 'bilgi', 'değil', 'yüzden', 'yaymayalım', 'diğer', 'bir', 'önemli', 'gözleme', 'gelecek', 'olursak', 'arabayı', 'görmeye', 'gelenler', 'ikiye', 'ayrılıyor', 'meraktan', 'gelenler', 'şirket', 'aracı', 'olarak', 'bakanlar', 'henüz', 'satın', 'almak', 'gelene', 'denk', 'gelmedim.özellikle', 'şirket', 'aracı', 'bakmaya', 'gelenler', 'genelde', 'passat', 'veyahut', 'jetta', 'arabalarıyla', 'gelip', 'dostumuzu', 'gördüler', 'tavsiye', 'edilen', 'fiyatları', '47,900', 'tl', '68,900', 'tl', 'arasında', 'gidip', 'geliyor', 'özellikle', 'bagajı', 'geniş', 'arka', 'tarafı', 'tercih', 'edilecek', 'gözüküyor', 'yoksa', 'öyle', 'insanlar', 'tanıyorum', 'ön', 'camları', 'otomatik', 'açılsın', 'bana', 'yeter', 'kafasındalar', 'yüzden', 'halkımız', 'önce', 'bir', 'satışlara', 'bakacak', 'taksici', 'şirket', 'filosu', 'satışları', 'doğru', 'orantılı', 'piyasa', 'oluşmaya', 'başlayacak', 'başıma', 'bir', 'gelmeyecek', 'dışını', 'içinden', 'beğendiğimi', 'söylemek', 'isterim', 'diyelim', 'alıcısına', 'hayırlı', 'olsun', 'boya', 'takıntısı', 'olanlar', 'aramasın']"
fiat egea,30,fiat egea,7,fiat otomobil sahibi olan bizleri test sürüşüne davet ettikleri yeni sedan fiat modelidir.otomatik vitesli modelini test etmek için bekleyeceğim.,"['fiat', 'otomobil', 'sahibi', 'olan', 'bizleri', 'test', 'sürüşüne', 'davet', 'ettikleri', 'yeni', 'sedan', 'fiat', 'modelidir.otomatik', 'vitesli', 'modelini', 'test', 'etmek', 'bekleyeceğim']"
fiat egea,30,fiat egea,8,ne olursa olsun sonuç=fiat uzak durulmalıdır,"['olursa', 'olsun', 'sonuç=fiat', 'uzak', 'durulmalıdır']"
fiat egea,30,fiat egea,9,l a n .. o ğ l u m .. l an b u.. a r a b a ..a l f a r o m e o.. g i u l i a 'n ı n ..a y n ı s ı ..d i i l ..m i ..l a ? r e s i m l e r d e n.. b a k ı n c a ...a c c a y i p ...b e n z e t t i m ...m o t o r... k a p u t u n u n... a ç ı l ı ş ı... f a l a n . . . . .,"['l', 'a', 'n', '..', 'ğ', 'l', 'u', 'm', '..', 'l', 'an', 'b', 'u', '..', 'a', 'r', 'a', 'b', 'a', '..', 'a', 'l', 'f', 'a', 'r', 'm', 'e', '..', 'g', 'i', 'u', 'l', 'i', 'a', ""'n"", 'ı', 'n', '..', 'a', 'y', 'n', 'ı', 's', 'ı', '..', 'd', 'i', 'i', 'l', '..', 'm', 'i', '..', 'l', 'a', 'r', 'e', 's', 'i', 'm', 'l', 'e', 'r', 'd', 'e', 'n', '..', 'b', 'a', 'k', 'ı', 'n', 'c', 'a', '...', 'a', 'c', 'c', 'a', 'y', 'i', 'p', '...', 'b', 'e', 'n', 'z', 'e', 't', 't', 'i', 'm', '...', 'm', 't', 'r', '...', 'k', 'a', 'p', 'u', 't', 'u', 'n', 'u', 'n', '...', 'a', 'ç', 'ı', 'l', 'ı', 'ş', 'ı', '...', 'f', 'a', 'l', 'a', 'n']"
fiat egea,30,fiat egea,10,"madem agea diye satmayacaksin turkiyedeki modelin adini ege yapin, sorun cozulsun egea ne aq?sizin karisik kafaniza sokayim. fiat yurtdisinda bu araci agea diye tanitti. turkiyede buna egea demenin manasi ne sevgili fiat?","['madem', 'agea', 'satmayacaksin', 'turkiyedeki', 'modelin', 'adini', 'ege', 'yapin', 'sorun', 'cozulsun', 'egea', 'aq', 'sizin', 'karisik', 'kafaniza', 'sokayim', 'fiat', 'yurtdisinda', 'araci', 'agea', 'tanitti', 'turkiyede', 'buna', 'egea', 'demenin', 'manasi', 'sevgili', 'fiat']"
fiat egea,31,fiat egea,1,"her firma gibi fiat da kendisini elbette geliştiriyor. türkiye, rusya ve brezilya benzer otomobil pazarları olduğu için albea gibi kıytırık araçlar zamanında satıldı ancak gelişen ekonomi ile birlikte insanlar bu ülkelerde albea değil artık egea tercih ediyor. elbette yıllar geçtikte teknoloji fiyatları ucuzluyor ve egea gibi araçlar daha alınabilir hale geliyor. isteyen aynı para + 5bin tl verip benzinli trendline golf alır, isteyen dizel dolu egea alır bu tercih meselesi. bu arada lütfen egea'yı kendisi acayip kanıtladı diye peugeot 301 ile kıyaslamayın hiç bindiniz mi o aracın içine? egea baya olmuştur, ülkemin kaliteli üretiminin bir kanıtıdır. otomotiv üretim sektöründe zaten ilk 10 içinde olan bir ülkeyiz umarım zamanla bu daha iyi noktalara gelir. tek olumsuz tarafı keşke 1.4 atmosferik fire motor yerine adam gibi turbolu motor kullanılsaydı. heh bunun sebebi türkiye'de popüler olan lpg uyumu için de yapılmış olabilir.1.6 multijet motor ise kendisini kanıtlamış çok kaliteli bir motor. bravo kullanıcıları bu motordan çok memnun. eğer alfa romeo'da kullanılan çift kavramalı tct gelirse ve fiyatı çok abartılmazsa hakikaten satış rekorları kırabilir. şimdi ben de hb modelini bekliyorum, bakalım...","['firma', 'fiat', 'kendisini', 'elbette', 'geliştiriyor', 'türkiye', 'rusya', 'brezilya', 'benzer', 'otomobil', 'pazarları', 'olduğu', 'albea', 'kıytırık', 'araçlar', 'zamanında', 'satıldı', 'ancak', 'gelişen', 'ekonomi', 'birlikte', 'insanlar', 'ülkelerde', 'albea', 'değil', 'artık', 'egea', 'tercih', 'ediyor', 'elbette', 'yıllar', 'geçtikte', 'teknoloji', 'fiyatları', 'ucuzluyor', 'egea', 'araçlar', 'alınabilir', 'hale', 'geliyor', 'isteyen', 'aynı', 'para', '5bin', 'tl', 'verip', 'benzinli', 'trendline', 'golf', 'alır', 'isteyen', 'dizel', 'dolu', 'egea', 'alır', 'tercih', 'meselesi', 'arada', 'lütfen', ""egea'yı"", 'kendisi', 'acayip', 'kanıtladı', 'peugeot', '301', 'kıyaslamayın', 'bindiniz', 'mi', 'aracın', 'içine', 'egea', 'baya', 'olmuştur', 'ülkemin', 'kaliteli', 'üretiminin', 'bir', 'kanıtıdır', 'otomotiv', 'üretim', 'sektöründe', 'zaten', 'ilk', '10', 'içinde', 'olan', 'bir', 'ülkeyiz', 'umarım', 'zamanla', 'iyi', 'noktalara', 'gelir', 'tek', 'olumsuz', 'tarafı', 'keşke', '1.4', 'atmosferik', 'fire', 'motor', 'yerine', 'adam', 'turbolu', 'motor', 'kullanılsaydı', 'heh', 'bunun', 'sebebi', ""türkiye'de"", 'popüler', 'olan', 'lpg', 'uyumu', 'yapılmış', 'olabilir.1.6', 'multijet', 'motor', 'kendisini', 'kanıtlamış', 'kaliteli', 'bir', 'motor', 'bravo', 'kullanıcıları', 'motordan', 'memnun', 'alfa', ""romeo'da"", 'kullanılan', 'çift', 'kavramalı', 'tct', 'gelirse', 'fiyatı', 'abartılmazsa', 'hakikaten', 'satış', 'rekorları', 'kırabilir', 'şimdi', 'ben', 'hb', 'modelini', 'bekliyorum', 'bakalım', '...']"
fiat egea,31,fiat egea,2,üretimi bursa'da yapılan fiat marka araç modeli,"['üretimi', ""bursa'da"", 'yapılan', 'fiat', 'marka', 'araç', 'modeli']"
fiat egea,31,fiat egea,3,"alfa romeo çizgileriyle yapılan bir tür albea...modern ekipmanlar eklenmiş içine tabi birde...güzel taksi, şirket arabası falan olur bundan...","['alfa', 'romeo', 'çizgileriyle', 'yapılan', 'bir', 'tür', 'albea', '...', 'modern', 'ekipmanlar', 'eklenmiş', 'içine', 'tabi', 'birde', '...', 'güzel', 'taksi', 'şirket', 'arabası', 'falan', 'olur', 'bundan', '...']"
fiat egea,31,fiat egea,4,"yeni audi a3'ün (çıkalı uzun zaman oldu) satış eğrisine benzer bir eğriye sahip olacaktır.ilk dönem satışı genellikle kiralama şirketlerine yapılacak, kiralama şirketleri yüksek sayıda araç almayacak, düşük sayıda araçla talebi yoklayacaktır. şahıs olarak görülecek ilk 4-5 aylık alımlar ağırlıkla otomotivlerin ileride stok sorunu olur diye ellerinin altında tutup sıra bekleme vs. durumlarında şahıslara 2.000-3.000 tl kârla satmak için bekletecekleri arabalar olacak.en az 6 ay boyunca ne kadar sayılacağına dair net tahmin yapılmaz diye düşünüyorum, şunu da unutmayalım günümüzde şirketler öyle tek kararla kiralama şirketlerinden 70.000-80.000 tl'lik araçlara kiralama yapmazlar, yapsalarda tercihleri fiat egea değil üst markaların az sorun çıkaran düşük yakıt tüketimli araçlarını tercih edeceklerdir. kimse kendini kandırmasın.","['yeni', 'audi', ""a3'ün"", 'çıkalı', 'uzun', 'zaman', 'oldu', 'satış', 'eğrisine', 'benzer', 'bir', 'eğriye', 'sahip', 'olacaktır.ilk', 'dönem', 'satışı', 'genellikle', 'kiralama', 'şirketlerine', 'yapılacak', 'kiralama', 'şirketleri', 'yüksek', 'sayıda', 'araç', 'almayacak', 'düşük', 'sayıda', 'araçla', 'talebi', 'yoklayacaktır', 'şahıs', 'olarak', 'görülecek', 'ilk', '4-5', 'aylık', 'alımlar', 'ağırlıkla', 'otomotivlerin', 'ileride', 'stok', 'sorunu', 'olur', 'ellerinin', 'altında', 'tutup', 'sıra', 'bekleme', 'vs.', 'durumlarında', 'şahıslara', '2.000-3.000', 'tl', 'kârla', 'satmak', 'bekletecekleri', 'arabalar', 'olacak.en', '6', 'ay', 'boyunca', 'kadar', 'sayılacağına', 'dair', 'net', 'tahmin', 'yapılmaz', 'düşünüyorum', 'şunu', 'unutmayalım', 'günümüzde', 'şirketler', 'öyle', 'tek', 'kararla', 'kiralama', 'şirketlerinden', '70.000-80.000', ""tl'lik"", 'araçlara', 'kiralama', 'yapmazlar', 'yapsalarda', 'tercihleri', 'fiat', 'egea', 'değil', 'üst', 'markaların', 'sorun', 'çıkaran', 'düşük', 'yakıt', 'tüketimli', 'araçlarını', 'tercih', 'edeceklerdir', 'kimse', 'kendini', 'kandırmasın']"
fiat egea,31,fiat egea,5,otomatik vitesi yok :s,"['otomatik', 'vitesi', 'yok', 's']"
fiat egea,31,fiat egea,6,"sadece manuel şanzıman olması nedeniyle gelen eleştiriler var ancak yakın zamanda hem dizel otomatik hem de benzinli otomatik versiyonlarının geleceği bilgisi doğrulandı. her ikisi de 1.6 olacak. üstelik sıralı otomatikleştirilmiş şanzıman değil, çift kavramalı otomatik! (dsg vb)","['sadece', 'manuel', 'şanzıman', 'olması', 'nedeniyle', 'gelen', 'eleştiriler', 'var', 'ancak', 'yakın', 'zamanda', 'dizel', 'otomatik', 'benzinli', 'otomatik', 'versiyonlarının', 'geleceği', 'bilgisi', 'doğrulandı', 'ikisi', '1.6', 'olacak', 'üstelik', 'sıralı', 'otomatikleştirilmiş', 'şanzıman', 'değil', 'çift', 'kavramalı', 'otomatik', 'dsg', 'vb']"
fiat egea,31,fiat egea,7,"fiat'ın linea modelinin yerini alacak yeni otomobili. görünüşü falan da fena durmuyor. alacaksın 1.3 multijet motorlusunu, bineceksin eşek gibi. linea öyleydi şayet bunun da mazotu koklamakla beraber, ekstradan daha konforlu olması gerektiğini düşünüyorum. yoksa fiat aynı yerinde sayacak.","[""fiat'ın"", 'linea', 'modelinin', 'yerini', 'alacak', 'yeni', 'otomobili', 'görünüşü', 'falan', 'fena', 'durmuyor', 'alacaksın', '1.3', 'multijet', 'motorlusunu', 'bineceksin', 'eşek', 'linea', 'öyleydi', 'şayet', 'bunun', 'mazotu', 'koklamakla', 'beraber', 'ekstradan', 'konforlu', 'olması', 'gerektiğini', 'düşünüyorum', 'yoksa', 'fiat', 'aynı', 'yerinde', 'sayacak']"
fiat egea,31,fiat egea,8,yeni dogan slx'tir. otomatik vites opsiyonunun olmamasiyla bu tezi desteklemektedir.sahin hangisi diyenler icin (bkz: fiat linea),"['yeni', 'dogan', ""slx'tir"", 'otomatik', 'vites', 'opsiyonunun', 'olmamasiyla', 'tezi', 'desteklemektedir.sahin', 'hangisi', 'diyenler', 'icin', 'bkz', 'fiat', 'linea']"
fiat egea,31,fiat egea,9,"milyon dolarlık araç dizayn edip, yetmişbin türk lirasına satılmış araca taksi metre bağlantı modifikasyonu koymayı akıl edememişler.","['milyon', 'dolarlık', 'araç', 'dizayn', 'edip', 'yetmişbin', 'türk', 'lirasına', 'satılmış', 'araca', 'taksi', 'metre', 'bağlantı', 'modifikasyonu', 'koymayı', 'akıl', 'edememişler']"
fiat egea,31,fiat egea,10,çok net bi şekilde; tasarımıyla bmw 3 serisinden araklayan araba. teknik detayını bilmiyorum.,"['net', 'bi', 'şekilde', 'tasarımıyla', 'bmw', '3', 'serisinden', 'araklayan', 'araba', 'teknik', 'detayını', 'bilmiyorum']"
fiat egea,32,fiat egea,1,"reklamındaki bir cümleye, daha doğrusu sloganına takıldığım otomobil. diyor ki amirim:"" iyi bir otomobil sahibi olmak, artık ayrıcalık değil.""şunu demek istiyor: biz size ayrıcalık sunmuyoruz. egea sahibi olmak sıradan bir şeydir. herkes olabilir.tıpkı zenginler gibi siz fakirler de kalite hissini yaşayabilirsiniz.zaten en başta ne diyor: istediklerini kolayca elde edebilenler kanalı çevirebilir. yani parası pulu olan, ""ayrıcalıklı"" insanlara sesleniyor.siz fakirler beri gelin diyor.bunu bir avea bir de regal yapıyordu. fiat da yapmış bu reklamla. ama otomobilin kendini özel hissetme temalı bir olgu olmasından mütevellit yanlış bir reklam politikası olduğunu düşünüyorum. çünkü özünde otomobil, çamaşır makinesi ya da şebeke operatörüne göre daha mahrem bir alandır. otomobilin bir karakteristiği vardır, örneğin a4, bmw 5, passat, golf, focus kimliği olan arabalarken, egea'yı gereksiz yere basitleştirmiş fiat.","['reklamındaki', 'bir', 'cümleye', 'doğrusu', 'sloganına', 'takıldığım', 'otomobil', 'diyor', 'amirim', ""''"", 'iyi', 'bir', 'otomobil', 'sahibi', 'olmak', 'artık', 'ayrıcalık', 'değil', '``', 'şunu', 'demek', 'istiyor', 'size', 'ayrıcalık', 'sunmuyoruz', 'egea', 'sahibi', 'olmak', 'sıradan', 'bir', 'şeydir', 'herkes', 'olabilir.tıpkı', 'zenginler', 'fakirler', 'kalite', 'hissini', 'yaşayabilirsiniz.zaten', 'başta', 'diyor', 'istediklerini', 'kolayca', 'elde', 'edebilenler', 'kanalı', 'çevirebilir', 'parası', 'pulu', 'olan', '``', 'ayrıcalıklı', ""''"", 'insanlara', 'sesleniyor.siz', 'fakirler', 'beri', 'gelin', 'diyor.bunu', 'bir', 'avea', 'bir', 'regal', 'yapıyordu', 'fiat', 'yapmış', 'reklamla', 'otomobilin', 'kendini', 'özel', 'hissetme', 'temalı', 'bir', 'olgu', 'olmasından', 'mütevellit', 'yanlış', 'bir', 'reklam', 'politikası', 'olduğunu', 'düşünüyorum', 'özünde', 'otomobil', 'çamaşır', 'makinesi', 'şebeke', 'operatörüne', 'göre', 'mahrem', 'bir', 'alandır', 'otomobilin', 'bir', 'karakteristiği', 'vardır', 'örneğin', 'a4', 'bmw', '5', 'passat', 'golf', 'focus', 'kimliği', 'olan', 'arabalarken', ""egea'yı"", 'gereksiz', 'yere', 'basitleştirmiş', 'fiat']"
fiat egea,32,fiat egea,2,erdal beşikçioğlu'nun reklamında oynamış arabadır.,"['erdal', ""beşikçioğlu'nun"", 'reklamında', 'oynamış', 'arabadır']"
fiat egea,32,fiat egea,3,"dün akşam ilk defa trafikte beyaz bir versiyonuna denk geldim. beyaz arabada bence çirkin bir renk, onu saymazsak dış hatları ve genel tasarımı gerçekten iyi, hiç fiat gibi durmuyor.","['dün', 'akşam', 'ilk', 'trafikte', 'beyaz', 'bir', 'versiyonuna', 'denk', 'geldim', 'beyaz', 'arabada', 'bence', 'çirkin', 'bir', 'renk', 'onu', 'saymazsak', 'dış', 'hatları', 'genel', 'tasarımı', 'gerçekten', 'iyi', 'fiat', 'durmuyor']"
