Araç,Sayfa,Başlık,Entry No,Entry Metni,Lemmatize Entry Metni
fiat egea,35,fiat egea,1,"""fiyatı ve tasarımı şahane, peynir ekmek gibi satar"" diyen arkadaşlar belki görmüştür ama ne hikmetse ben istanbul cadde ve sokaklarında bir tane bile fiat egea görmedim henüz.",""" fiyatı ve tasarımı şahane , peynir ekmek gibi satar "" diyen arkadaşlar belki görmüştür ama ne hikmetse ben istanbul cadde ve sokaklarında bir tane bile fiyat eğer görmedim henüz ."
fiat egea,35,fiat egea,2,"evvelki gün ilk defa yolda gördüm. tasarımı çok iyi, kasası etli duruyor, hatlar da kararlı geliyor, eski fiat'lar gibi balon değil. sadece o kocaman fiat amblemi ızgaranın üzerinde adi gözüküyor. logo konusunda daha rafine bir çalışma yapabilirler eğer iddiaları daha yükselmekse.","evvelki gün ilk defa yolda gördüm . tasarımı çok iyi , kasası etli duruyor , hatlar da kararlı geliyor , eski fiatlar gibi balon değil . sadece o kocaman fiyat amblemi ızgaranın üzerinde adı gözüküyor . logo konusunda daha rafine bir çalışma yapabilirler eğer iddiaları daha yükselmekse ."
fiat egea,35,fiat egea,3,nihayet gerçek hatchback ve sw fotoları internete düşmüştür. cenevre oto fuarı 2016 da her 2 versiyonun da lansmanı yapılacakmış.http://www.worldcarfans.com/…to-geneva/highphotos#4,nihayet gerçek hatchback ve sw fotoları internete düşmüştür . cenevre oto fuarı 2016 da her 2 versiyonun da lansmanı yapılacakmış . http://www.worldcarfans.com/ … to-geneva / highphotos#4
fiat egea,35,fiat egea,4,şanstan mıdır bilmiyorum ama hala istanbul'da denk gelmediğim araçtır kendisi.,şanstan mıdır bilmiyorum ama hala istanbulda denk gelmediğim araçtır kendisi .
fiat egea,35,fiat egea,5,fuardan taze fotoğrafları düşmüş;http://www.autoexpress.co.uk/…e-uncovered-at-genevahttp://www.autocar.co.uk/…evealed-geneva-motor-show,fuardan taze fotoğrafları düşmüş ; http://www.autoexpress.co.uk/ … e-unçovered - at-genevahttp :/ / www.autocar.co.uk/ … evealed-geneva - motor-show
fiat egea,35,fiat egea,6,"şu konsolla, klima kontrol düğmeleri ve hele hele de şu vites topuzuyla yıl olmuş 2016, hala nasıl olur da tasarım diye sunulur bunlar cidden anlamak mümkün değil.yahu atla deve değil; kasayı yenilemişsin, konsolu vites topuzunu yenilemek adam gibi bir şey yapmak bu kadar mı zor be arkadaş?bir de utanmadan 65-70 bin lira istiyorlar bu arabaya. kasa güzel olsa ne yapayım; boş kasayı alıp içini kendimiz mi dolduracağız?","şu konsolla , klima kontrol düğmeleri ve hele hele de şu vites topuzuyla yıl olmuş 2016 , hala nasıl olur da tasarım diye sünülür bunlar cidden anlamak mümkün değil . yahu atla deve değil ; kasayı yenilemişsin , konsolu vites topuzunu yenilemek adam gibi bir şey yapmak bu kadar mı zor be arkadaş ? bir de utanmadan 65-70 bin lira istiyorlar bu arabaya . kasa güzel olsa ne yapayım ; boş kasayı alıp içini kendimiz mi dolduracağız ?"
fiat egea,35,fiat egea,7,"hatchback olani peugeot 308'in en yeni jenerasyonuna benziyor, ozellikle arkadan.","hatchback olanı peugeot 308'in en yeni jenerasyonuna benziyor , özellikle arkadan ."
fiat egea,35,fiat egea,8,"fiat yetkili bayisindeki arkadaşın soylediğine göre linea b segmentinde konumlandırılırken egea c segmentindeymiş. halbuki ben pek çok kişi gibi egea yı b sınıfı bir otomobil olarak duşunmuştum. araçla on dk lık bir de test sürüşü yaptık, eh işte fena değil ya. iç mekanında bolca plastik kullanılmış pek tabii ama işçilik fena değil gibi. fiat ın dizel motorlarının çıkardığı gırgırgır sesi biraz daha azaltılmış gibi görünse de kulağıma takıldı. belki nedeni şuan benzinli bir araç kullanıyor olmamdır. daha önce de bahsedildiği gibi ekranı küçük ama geri goruş kamerası falan fena değil. bunun dışında hangar gibi kocaman bir bagajı var. 500 lt imiş sanırım. zaten bu sınıfta bu kadar dev bir bagaj bu aracın kimlere hitap ettiğini gösteriyor bence. satış temsilcileri ve çoluğu çocuğu toplayıp pikniğe gidecek alt-orta gelir seviyesine sahip aile babalarını hedef almışlar anlaşılan. bu arada alt orta gelir seviyesi dedim de araç 70 bin amk. gunumuzde otomobil fiyatları gerçekten pornogrofik bir hal aldı.","fiat yetkili bayisindeki arkadaşın söylediğine göre linea b segmentinde konumlandırılırken eğer c segmentindeymiş . halbuki ben pek çok kişi gibi ege yi b sınıfı bir otomobil olarak düşünmüştüm . araçla on dk lik bir de test sürüşü yaptık , eh işte fena değil ya . iç mekanında bolca plastik kullanılmış pek tabii ama işçilik fena değil gibi . fiatın dizel motorlarının çıkardığı gırgırdır sesi biraz daha azaltılmış gibi görünse de kulağıma takıldı . belki nedeni şu an benzinli bir araç kullanıyor olmamdır . daha önce de bahsedildiği gibi ekranı küçük ama geri görüş kamerası falan fena değil . bunun dışında hangar gibi kocaman bir bagajı var . 500 lt imiş sanırım . zaten bu sınıfta bu kadar dev bir bagaj bu aracın kimlere hitap ettiğini gösteriyor bence . satış temsilcileri ve çoluğu çocuğu toplayıp pikniğe gidecek alt-orta gelir seviyesine sahip aile babalarını hedef almışlar anlaşılan . bu arada alt orta gelir seviyesi dedim de araç 70 bin amk . günümüzde otomobil fiyatları gerçekten pornografik bir hal aldı ."
fiat egea,35,fiat egea,9,yurtdışında tipo ismiyle 12.000€'dan başlayan fiyatlarla satılmaktadır. bu fiyat güzel ve yalnız ülkemin vergi yükü gerçeğini de bir kez daha hissetmeme neden olmuştur.,yurtdışında tipo ismiyle 12.000 € ' dan başlayan fiyatlarla satılmaktadır . bu fiyat güzel ve yalnız ülkemin vergi yükü gerçeğini de bir kez daha hissetmeme neden olmuştur .
fiat egea,35,fiat egea,10,arabayı bilmem de reklamı çok iyidir.erdal beşikçioğlu farkı işte.adamdaki oyunculuk ve karizma tanıtılan ürünü gölgelemiş resmen.(bkz: koy bentley reklamına oynasın),arabayı bilmem de reklamı çok iyidir . erdal beşikçioğlu farkı işte . adamdaki oyunculuk ve karizma tanıtılan ürünü gölgelemiş resmen . ( bkz : köy bentley reklamına oynasın )
fiat egea,36,fiat egea,1,içi çirkin,içi çirkin
fiat egea,36,fiat egea,2,"fiyatları eleştirenleri fiat duysa nolacak , asıl devlet duysun... bir ürün x lira iken bir x kadar da bana vereceksiniz diyen devlet,başkası değil...","fiyatları eleştirenleri fiyat duysa nolacak , asıl devlet duysun ... bir ürün x lira iken bir x kadar da bana vereceksiniz diyen devlet , başkası değil ..."
fiat egea,36,fiat egea,3,"çok harika bir otomobil bile olsa, reklamındaki ukala ukala konuşan adam yüzünden itici gelen otomobil. bu reklam işleri göreceli.","çok harika bir otomobil bile olsa , reklamındaki ukala ukala konuşan adam yüzünden itici gelen otomobil . bu reklam işleri göreceli ."
fiat egea,36,fiat egea,4,(bkz: çarpışma testi bile olmayan fiat egea almak),( bkz : çarpışma testi bile olmayan fiyat eğer almak )
fiat egea,36,fiat egea,5,oyle bir reklami var ki maserati filan sanirsin. cok iddali sozler vs. aga bu arabanin ozelliklerindeki araba 30 sene once yapildi. bir ozelligini soyleyin ki 10 sene once mevcut olmasin. arabada sürüş keyfi namına bişey varsa ben adımı değiştiririm.,öyle bir reklamı var ki maserati filan sanırsın . çok iddialı sözler vs ağa bu arabanın özelliklerindeki araba 30 sene önce yapıldı . bir özelliğini söyleyin ki 10 sene önce mevcut olmasın . arabada sürüş keyfi namına bir şey varsa ben adımı değiştiririm .
fiat egea,36,fiat egea,6,(bkz: doğan) için 50 küsür bin tl. çok para.kliması olsa bile.,( bkz : doğan ) için 50 küsur bin tl çok para . kliması olsa bile .
fiat egea,36,fiat egea,7,erdal beşikcioğlu oynamasına rağmen tip tarz motor hiç beğenmediğim araba,erdal beşikçioğlu oynamasına rağmen tıp tarz motor hiç beğenmediğim araba
fiat egea,36,fiat egea,8,"nihayet son bir kaç gün içinde caddelerde iki adet gördüğüm, özellikle stop lambaları ve arkadan görünüşü rezil bir tasarıma sahip fiat modeli.netteki fotoğraflardan iç dizaynının ne kadar basit ve çirkin olduğu zaten görülmekte. almayın olm böyle arabaları. pirim vermeyin bu kadar saçma sapan arabaları bu fiyatla satan firmalara.","nihayet son bir kaç gün içinde caddelerde iki adet gördüğüm , özellikle stop lambaları ve arkadan görünüşü rezil bir tasarıma sahip fiat modeli.net teki fotoğraflardan iç dizaynının ne kadar basit ve çirkin olduğu zaten görülmekte . almayın olum böyle arabaları . pirim vermeyin bu kadar saçma sapan arabaları bu fiyatla satan firmalara ."
fiat egea,36,fiat egea,9,"reklamını hazzetmedim.çok üst tondan konuşuyor junky görünümlü adam.""çok mu paranız var lan başka araba alıyonuz. bu sizin neyinize yetmiyor amk"" diyor özetle reklamda.","reklamını hazzetmedim . çok üst tondan konuşuyor Funky görünümlü adam . "" çok mu paranız var lan başka araba alıyorsunuz . bu sizin neyinize yetmiyor amk "" diyor özetle reklamda ."
fiat egea,36,fiat egea,10,"araba alma sürecinde, içine dışına, sağına soluna, inciğine boncuğuna bakmama rağmen, doğal olarak beğenmediğim araba. genel kanının aksine, her ne kadar dış görünüşü zannımca gayet güzel olsa da, içi bildiğin ''atanamamış linea''. o direksiyon topuzu 90'larda kaldı bence.","araba alma sürecinde , içine dışına , sağına soluna , inciğine boncuğuna bakmama rağmen , doğal olarak beğenmediğim araba . genel kanının aksine , her ne kadar dış görünüşü zannımca gayet güzel olsa da , içi bildiğin ' ' atanamamış linea ' ' . o direksiyon topuzu 90'larda kaldı bence ."
fiat egea,37,fiat egea,1,"daha önce önüyle arkasının tasarımının bana ne kadar alakasız geldiğini kendimce `yazmıştım:(bkz: #52952389)`. arabayı dışarıda yakından incelediğimde farkın düşündüğümden daha da keskin olduğunu gördüm.dün carrefour otoparkında 2. kapının yakınlarına park edilmiş* bir egea vardı. çevresindeki bütün otomobillerden daha albenili duruyordu. ama arkası için bunun tam tersi geçerli. keşke öndeki keskin ve şık hatları arkada da devam ettirebilselermiş. sanki rakip bir firma önün tasarımını gördükten sonra tasarımcıyı tehdit ermiş, boz şunun tipini yoksa aileni aslanlara atarız demiş gibi.","daha önce önüyle arkasının tasarımının bana ne kadar alakasız geldiğini kendimce yazmıştım :( bkz : #52952389 ) ` . arabayı dışarıda yakından incelediğimde farkın düşündüğümden daha da keskin olduğunu gördüm . dün carrefour otoparkında 2. kapının yakınlarına park edilmiş * bir ağa vardı . çevresindeki bütün otomobillerden daha albenili duruyordu . ama arkası için bunun tam tersi geçerli . keşke öndeki keskin ve sık hatları arkada da devam ettirebilselermiş . sanki rakip bir firma onun tasarımını gördükten sonra tasarımcıyı tehdit ermiş , boz şunun tipini yoksa aileni aslanlara atarız demiş gibi ."
fiat egea,37,fiat egea,2,atanamamış mercedes.,atanamamış mercedes .
fiat egea,37,fiat egea,3,euro ncap testi olmayan fiat aracı.,euroncap testi olmayan fiyat aracı .
fiat egea,37,fiat egea,4,bu arabanin o kadar cok reklami donuyor ki tv'de ve burada erdal reyiz'den tiksindirmeye and icmis anlasilan ilgili firma.,bu arabanın o kadar çok reklamı dönüyor ki tv'de ve burada erdal reyiz'den tiksindirmeye and içmiş anlaşılan ilgili firma .
fiat egea,37,fiat egea,5,"ehliyetim yok, araba kullanmayı bilmiyorum ve arabalardan da pek anlamam. merak ettim ve hele şu araba hakkındaki yorumlara bakayım dedim. neredeyse tüm entrileri okudum, aracı kullanıp da yorum yapanların oranı yüzde 3'ü geçmiyor sanırım. kalan yorumlar azdan çoğa doğru şöyle gruplanmış: dışarıdan tasarımını beğenenler, acaba nasıldır diye merak edenler, fiat'a bu kadar para verilir miciler, başka araçların sıfırı için şu kadar daha para veririm bunu almam diyenler ve yine bu paraya başka araçların ikinci ellerini alırım daha iyiciler. bütün bunlardan sonra bana sanki başka marka araç sahipleri aynı sınıftaki araçlarının ikinci el piyasası sıfır ve 5 yıl garantili egea yüzünden düşmesin diye bilip bilmeden araca bok atıyorlar gibi geldi. kullananların değerlendirmeleri okunası bir araç. ben araba alacak olsam denerim ve deneyenlerin olumlu/olumsuz yorumlarına itibar ederim.","ehliyetim yok , araba kullanmayı bilmiyorum ve arabalardan da pek anlamam . merak ettim ve hele şu araba hakkındaki yorumlara bakayım dedim . neredeyse tüm entarileri okudum , aracı kullanıp da yorum yapanların oranı yüzde 3'ü geçmiyor sanırım . kalan yorumlar azdan çoğa doğru söyle gruplanmış : dışarıdan tasarımını beğenenler , acaba nasıldır diye merak edenler , fiat'a bu kadar para verilir miciler , başka araçların sıfırı için şu kadar daha para veririm bunu almam diyenler ve yine bu paraya başka araçların ikinci ellerini alırım daha iyiciler . bütün bunlardan sonra bana sanki başka marka araç sahipleri aynı sınıftaki araçlarının ikinci el piyasası sıfır ve 5 yıl garantili eğer yüzünden düşmesin diyebilip bilmeden araca bok atıyorlar gibi geldi . kullananların değerlendirmeleri okunası bir araç . ben araba alacak olsam denerim ve deneyenlerin olumlu / olumsuz yorumlarına itibar ederim ."
fiat egea,37,fiat egea,6,"araç hakkında bilgi veren bir entry girmek istiyorum ama açıkcası nereden başlamalıyım bilemedim.1-dış tasarımyeni ve göze oldukça hoş gelen ön ve yan tasarım, arka taraf bütünlüğü nispeten bozuyor olsa da bence kesinlikle kötü değil.2-iç tasarımdireksiyon renegade, klima kumandaları, lcd ekran guiletta, tft ekran 500x den alınma. diğer bir çok parça yine dediğim gibi diğer fiat grubundan alınma. bu yüzden iç tasarıma doğrudan kötü demek için bu detayları bilmiyor olmak ya da fiat oldugu için doğrudan arabaya bok atma niyetinde olmak gerekiyor. malzeme kalitesi genel anlamda hiç fena olmamakla birlikte elbette bir vw kullanmıyorsunuz. ama fluence ve türevlerindan daha iyi oldugunu çok net söyleyebilirim. iç mekan gayet ferah,geniş,diz mesafesi harika,baş mesafesi iyi, arkaya 3 kişi rahatça sığar.direksiyon ve vites topuzu deri kaplı, derisi kaliteli,direksiyonun city modu var. (modu denemek haricinde hiç kullanmadım)3-yol tutuş konforaracın altyapısı yine yukarıda bahsettigim gibi diğer araçlardan alınma ve bu yüzden de kesinlikle fiat gibi hissettirmiyor. süspansiyonlar yumuşak, bu konforu olumlu yönde etkiliyor. savrulma sert virajlarda ve yüksek hızlarda bile az.araç yola tutunuyor, yüksek süratlerde uçuk kaçık hareketler yapmanıza izin veriyor, sınırları yüksek. bu konuda ben 2013 jetta'dan daha iyi olduğunu söyleyebilirim. elektronik sistemler iyi çalışıyor.motor sesini kabinde sadece 3 bin devir üzerinde duyabiliyorsunuz. keza yol sesi de oldukça az sızıyor. tek sıkıntı bence rüzgar sesi, normal sürüş için rahatsız edici diyemem, ancak bu noktada araç başarılı değil. normal süratlerde sorun olmamakla birlikte özellikle 150 nin üzerinde rahatsız edici seviyeye geliyor. 4-motor şanzımanyazacaklarım 1.6 multijet ıı 120 hp 320 nm tork için geçerli. araç harika çekiyor.özellikle 1500 devir bandından itibaren hangi viteste ve yokuşta olursanız olun araç çok iyi kavrıyor. bu noktada 110 hp lik vw motorundan çok daha başarılı olduğunu çok net söyleyebilirim.eleştirebileceğim nokta ise 1250 devirin altında bu motoru yukarıdaki paragraf kadar övemiyorum, bu bant aralıgında motor yine kıyas edebileceğim vw 110 hp kadar çekiyor. kesinlikle sıkıntı yaratmıyor ancak motorun gerçek gücünü bildiğiniz için bu noktada başarılı bulmuyorsunuz. yine de 6. viteste 1200 devirde her türlü yokuşu çıkabileceğinize garanti ederim.şanzıman geçişleri sportif ve çok güzel, vites topuzu direksiyonun da oldugu gibi kalın ancak ele iyi oturuyor* sürüşün çok keyifli olduğunu belirtmeliyim.2000 devir 112km/h yapıyor araç 6.viteste, ki bu gayet iyi bir durum.tabi bu 2 kombinasyon yine renegade ve 500x den alınma. araçla 215 i zorlanmadan gördüm. zorlanırsa yokuş aşağı 230'a kadar yolu var. güven veriyor. tutuşta sorun yok.5-yakıt tüketimien çekinceli konu bu aslında çünkü kesin bir şey söylemek zor. öncelikle ben sakin araç kullanan biriyim, bu aracı uzun yol yapmak, çekiş sorunu yaşamamak, 6 uzun ileri şanzıman keyfi yaşamak için aldım.benim istanbul içinde 2000 km ortalamam 4.7 lt. şehir dışında bu oranı 90 km hızla 3.5 lt ye kadar düşürebiliyorum(200km lik bir yolda). (26.03.2016 itibariyle son 500 km istanbul için ortalamam 4.3 lt. )diyeceksiniz ki çekince neresibu araç sınıfı ve fiyat skalası için çok iyi gidiyor arkadaşlar, fakat giden araç da elbet yakıyor. aracı turbo benzinli gibi kullanırsanız 6-6.5 lt lik ortalamaları görebilirsiniz. yoğun trafik altında fazla yakmıyor ancak gazlarsanız, aracı zorlarsanız bence yakması gerektiğinden bile fazla yakıyor.burayı okuyanların çoğu bu son diyeceğimi beğenmeyecek ama yine de söyleyeceğim. bu aracın fiyat seviyesi belli, sundukları belli. aynı teknik altyapıya sahip kendisinden 20 hatta 30 bin tl pahalı olan araçlar var ve bu araçların iç mekan kalitesini(ki dediğim gibi bazı alanlar tamamen aynı) göremeseniz dahi sürüş özellikleri motoru şanzımanı egea'da bulabiliyorsunuz.entry'yi daha uzatmak istemiyorum, sorularınız için her zaman yeşillendirebilirsiniz.not:2. araci 120binkm kullandim, artik babam kullanmaya devam ediyor, bu sure boyunca normal masraflari disinda masraf cikarmadi. surekli guvendigim ve bildigim kucuk bir sehirdeki yetkili servisinde bakimi yapildi. bu sekilde kullanilmaya devam ederse 400-500binleri gorur.not2:kayislarini, antifrizini, devirdaimi 105 binde degistirdik. cikan kayis ve parcalara bakacak olursak en az bir 30kkm daha problem yaratmazmis. debriyaj hic degismedi.105 binde ayni sekilde balatalari sirf guvenlik nedeniyle degistirdim. degistirmesem daha 3-4 sene giderdi. 80bin kmde de yine guvenlik icin lastikleri degistirdim.","araç hakkında bilgi veren bir Gentry girmek istiyorum ama açıkçası nereden başlamalıyım bilemedim . 1-dış tasarımyeni ve göze oldukça hoş gelen ön ve yan tasarım , arka taraf bütünlüğü nispeten bozuyor olsa da bence kesinlikle kötü değil . 2-iç tasarımdıreksiyon renegade , klima kumandaları , lcd ekran guiletta , tft ekran 500x den alınma . diğer bir çok parça yine dediğim gibi diğer fiyat grubundan alınma . bu yüzden iç tasarıma doğrudan kötü demek için bu detayları bilmiyor olmak ya da fiyat olduğu için doğrudan arabaya bok atma niyetinde olmak gerekiyor . malzeme kalitesi genel anlamda hiç fena olmamakla birlikte elbette bir vw kullanmıyorsunuz . ama fluence ve türevlerinden daha iyi olduğunu çok net söyleyebilirim . iç mekan gayet ferah , geniş , diz mesafesi harika , baş mesafesi iyi , arkaya 3 kişi rahatça sığar . direksiyon ve vites topuzu deri kaplı , derisi kaliteli , direksiyonun city modu var . ( modu denemek haricinde hiç kullanmadım ) 3-yol tutuş konforaracın altyapısı yine yukarıda bahsettiğim gibi diğer araçlardan alınma ve bu yüzden de kesinlikle fiat gibi hissettirmiyor . süspansiyonlar yumuşak , bu konforu olumlu yönde etkiliyor . savrulma sert virajlarda ve yüksek hızlarda bile az . araç yola tutunuyor , yüksek süratlerde uçuk kaçık hareketler yapmanıza izin veriyor , sınırları yüksek . bu konuda ben 2013 jettadan daha iyi olduğunu söyleyebilirim . elektronik sistemler iyi çalışıyor . motor sesini kabinde sadece 3 bin devir üzerinde duyabiliyorsunuz . keza yol sesi de oldukça az sızıyor . tek sıkıntı bence rüzgar sesi , normal sürüş için rahatsız edici diyemem , ancak bu noktada araç başarılı değil . normal süratlerde sorun olmamakla birlikte özellikle 150 nin üzerinde rahatsız edici seviyeye geliyor . 4-motor şanzımanyazacaklarım 1.6 multijet ıı 120 hp 320 nm tork için geçerli . araç harika çekiyor . özellikle 1500 devir bandından itibaren hangi viteste ve yokuşta olursanız olun araç çok iyi kavrıyor . bu noktada 110 hp lik vw motorundan çok daha başarılı olduğunu çok net söyleyebilirim . eleştirebileceğim nokta ise 1250 devirin altında bu motoru yukarıdaki paragraf kadar övemiyorum , bu bant aralığında motor yine kıyas edebileceğim vw 110 hp kadar çekiyor . kesinlikle sıkıntı yaratmıyor ancak motorun gerçek gücünü bildiğiniz için bu noktada başarılı bulmuyorsunuz . yine de 6. viteste 1200 devirde her türlü yokuşu çıkabileceğinize garanti ederim . şanzıman geçişleri sportif ve çok güzel , vites topuzu direksiyonun da olduğu gibi kalın ancak ele iyi oturuyor * sürüşün çok keyifli olduğunu belirtmeliyim . 2000 devir 112km / h yapıyor araç 6. viteste , ki bu gayet iyi bir durum . tabi bu 2 kombinasyon yine renegade ve 500x den alınma . araçla 215 ı zorlanmadan gördüm . zorlanırsa yokuş aşağı 230'a kadar yolu var . güven veriyor . tutuşta sorun yok . 5-yakıt tüketimin çekinceli konu bu aslında çünkü kesin bir şey söylemek zor . öncelikle ben sakin araç kullanan biriyim , bu aracı uzun yol yapmak , çekiş sorunu yaşamamak , 6 uzun ileri şanzıman keyfi yaşamak için aldım . benim istanbul içinde 2000 km ortalamam 4.7 lt . şehir dışında bu oranı 90 km hızla 3.5 lt ye kadar düşürebiliyorum ( 200km lik bir yolda ) . ( 26.03.2016 itibariyle son 500 km istanbul için ortalamam 4.3 lt . ) diyeceksiniz ki çekince neresibu araç sınıfı ve fiyat skalası için çok iyi gidiyor arkadaşlar , fakat giden araç da elbet yakıyor . aracı turbo benzinli gibi kullanırsanız 6-6 . 5 ltlik ortalamaları görebilirsiniz . yoğun trafik altında fazla yakmıyor ancak gazlarsanız , aracı zorlarsanız bence yakması gerektiğinden bile fazla yakıyor . burayı okuyanların çoğu bu son diyeceğimi beğenmeyecek ama yine de söyleyeceğim . bu aracın fiyat seviyesi belli , sundukları belli . aynı teknik altyapıya sahip kendisinden 20 hatta 30 bin tl pahalı olan araçlar var ve bu araçların iç mekan kalitesini ( ki dediğim gibi bazı alanlar tamamen aynı ) göremeseniz dahi sürüş özellikleri motoru şanzımanı egea'da bulabiliyorsunuz . entry'yi daha uzatmak istemiyorum , sorularınız için her zaman yeşillendirebilirsiniz . not : 2. aracı 120binkm kullandım , artık babam kullanmaya devam ediyor , bu süre boyunca normal masrafları dışında masraf çıkarmadı . sürekli güvendiğim ve bildiğim küçük bir şehirdeki yetkili servisinde bakımı yapıldı . bu şekilde kullanılmaya devam ederse 400-500binleri görür . not : kayışlarını , antifrizini , devridaimi 105 binde değiştirdik . çıkan kayış ve parçalara bakacak olursak en az bir 30kkm daha problem yaratmazmış . debriyaj hiç değişmedi . 105 binde aynı şekilde balataları sırf güvenlik nedeniyle değiştirdim . değiştirmesem daha 3-4 sene giderdi . 80bin kmde de yine güvenlik için lastikleri değiştirdim ."
