Araç,Sayfa,Başlık,Entry No,Entry Metni,Lemmatize Entry Metni,Stemli Entry
fiat egea,11,fiat egea,1,"tofaş'ın kasım ayı itibariyle satışa çıkaracağı akabinde yaklaşık 40 ülkeye ihracı planlanan fiat armalı otomobili. tabi henüz denenmeyen hatta yollarda dahi görmediğimiz bir araç için kapsamlı bir yorum yazmak imkansız. ancak fotoğraflardan gördüğüm kadarıyla iç ve dış tasarımını beğendim. fiyat politikası ve motor seçeneklerini ayrıca merak ediyorum.ancak oturup da ızgaralar şurdan, farlar burdan, stopları oradan arak; iç mekan çok vasat gibi yorumlar yapmak ayrıca acıklı bir durum. sanki tasarımcılar oturmuş photoshop'u açıp kopyala yapıştırla araba yapmışlar gibi hissediyor insan. arkadaşım şu an yollarda gördüğün araçların hemen hepsini (özgün tasarıma sahip nadide markalar hariç) benzer şekilde başka markaların orasından burasından arak diye yorumlayabilirsin. ayrıca iç tasarımın kullanışlılığı ve kalitesini bizzat görmeden salt fotoğraf üzerinden tespit etmek sanırım benim henüz kazanamadığım bir kabiliyet.","tofaş'ın kasım ayı itibariyle satışa çıkaracağı akabinde yaklaşık 40 ülkeye ihracı planlanan fiyat armalı otomobili . tabi henüz denenmeyen hatta yollarda dahi görmediğimiz bir araç için kapsamlı bir yorum yazmak imkansız . ancak fotoğraflardan gördüğüm kadarıyla iç ve dış tasarımını beğendim . fiyat politikası ve motor seçeneklerini ayrıca merak ediyorum . ancak oturup da ızgaralar şuradan , farlar buradan , stopları oradan arak ; iç mekan çok vasat gibi yorumlar yapmak ayrıca acıklı bir durum . sanki tasarımcılar oturmuş photoshopu açıp kopyala yapıştırma araba yapmışlar gibi hissediyor insan . arkadaşım şu an yollarda gördüğün araçların hemen hepsini ( özgün tasarıma sahip nadide markalar hariç ) benzer şekilde başka markaların orasından burasından arak diye yorumlayabilirsin . ayrıca iç tasarımın kullanışlılığı ve kalitesini bizzat görmeden salt fotoğraf üzerinden tespit etmek sanırım benim henüz kazanamadığım bir kabiliyet .","tofaş'ın kas ayı itibari satış çıkaracak akabin yaklaşık 40 ülke ihraç planlanan fiat arma otomobili. tabi henüz denenmeyen hat yol dahi görmedik bir araç iç kapsam bir yor yazmak imkansız. ancak fotoğraf gördük kadar iç ve dış tasarım beğendim. fiyat politika ve motor seçenek ayrı merak ediyorum.ancak oturup da ızgar şurdan, far burdan, stop ora arak; iç mekan çok vasat gip yor yapmak ayrı acık bir durum. sanki tasarımç otur photoshop'u açıp kopya yapıştır araba yap gip hissediyor insan. arkadaş şu an yol gördük araç hemen heps (özgün tasar sahip nadi marka hariç) benzer şekil başka marka oras bura arak di yorumlayabilirsin. ayrı iç tasar kullanışlılık ve kalite bizzat görme salt fotoğraf üzer tespit etmek sanır ben henüz kazanamadık bir kabiliyet."
fiat egea,11,fiat egea,2,merakla beklediğim araç,merakla beklediğim araç,merak bekledik araç
fiat egea,11,fiat egea,3,test edilmiş http://www.gazfrendebriyaj.com/…ea-test-turkey.html,test edilmiş http://www.gazfrendebriyaj.com/ … ea-test - turkey . html,test edil http://www.gazfrendebriyaj.com/…ea-test-turkey.html
fiat egea,11,fiat egea,4,"bu aracı ilk kez görüp ""uff çokzel haggaten, kaç paradır aceba.."" diye düşünen biriyle patates almaya pazara gitmeyeceğim araba modeli.bir tamlama ile tanımlayıp uzatmadan fikrimi belirteyim.(bkz: hormonlu albea) yalan mı","bu aracı ilk kez görüp "" off çökel haggaten , kaç paradır acaba . . "" diye düşünen biriyle patates almaya pazara gitmeyeceğim araba modeli . bir tamlama ile tanımlayıp uzatmadan fikrimi belirteyim . ( bkz : hormonlu albea ) yalan mı","bu araç ilk kez görüp ""uff çokzel haggaten, kaç para aceba.."" di düşünen biri patates alma pazar gitmeyecek araba modeli.bir tamla il tanımlayıp uzatma fikr belirteyim.(bkz: hormon albea) yalan mı"
fiat egea,11,fiat egea,5,"ekşisözlük hiç bir siki beğenmeme timinin linçine banko uğrayacak araç. bunların dedeleri eşşeğe binerdi, babaları da anadola, bu elemanlar da uzay gemisine binseler tasarımını, kapı tutma kolunu vs. beğenmeyecek neredeyse. kim ne derse desin, yerli üretim nedeniyle araç değiştireceğim zaman ilk önceliğim olacak marka.","eksişözlük hiç bir siki beğenmeme timinin lincine banko uğrayacak araç . bunların dedeleri eşeğe binerdi , babaları da anadola , bu elemanlar da uzay gemisine binseler tasarımını , kapı tutma kolunu vs. beğenmeyecek neredeyse . kim ne derse desin , yerli üretim nedeniyle araç değiştireceğim zaman ilk önceliğim olacak marka .","ekşisözlük hiç bir sik beğenme timi linç banko uğrayacak araç. bun dede eşşek binerdi, baba da anadola, bu eleman da uzay gemi bins tasarımını, kap tutm kol vs. beğenmeyecek neredeyse. kim ne ders desin, yerl üret neden araç değiştirecek zaman ilk öncelik olacak marka."
fiat egea,11,fiat egea,6,türkiye'de büyük ihtimalle fiat egea ismiyle hayata başlayacak tofaş modeli otomobil. teaser videosuyla arz-ı endam etmiştir.edit: fiat aegea başlığıyla birleşince iş bu entry kendini imha etmiştir.,türkiye'de büyük ihtimalle fiyat eğer ismiyle hayata başlayacak tofaş modeli otomobil . tepser videosuyla arzı endam etmiştir . edit : fiyat Aegean başlığıyla birleşince iş bu Gentry kendini imha etmiştir .,türkiye'de büyük ihtimalle fiat egea ismi haya başlayacak tofaş mode otomobil. teaser video arz-ı endam etmiştir.edit: fiat aegea başlık birleş iş bu entry kent imha etmiştir.
fiat egea,11,fiat egea,7,fiat'ın aegea olarak duyurduğu model için türkiye'de kullanacağı isim. daha detaylı bilgi için tıkırdatın.,fiat'ın Aegean olarak duyurduğu model için türkiye'de kullanacağı isim . daha detaylı bilgi için tıkırdatın .,fiat'ın aegea olarak duyurduk model iç türkiye'de kullanacak isim. dah detay bilgi iç tıkırdatın.
fiat egea,11,fiat egea,8,yeni teaser videosu ortaya çıkmıştır.,yeni tepser videosu ortaya çıkmıştır .,yen teaser video orta çıkmıştır.
fiat egea,11,fiat egea,9,"ismi ege olursa, fiat'ı çocuklarına sikimsonik isim koyan entel danteller sınıfına dahil edecek olan poroce.","ismi ege olursa , fiatı çocuklarına sıkımsonik isim koyan entel danteller sınıfına dahil edecek olan poroce .","ism ege olursa, fiat'ı çocuk sikimsonik is koyan entel dantel sınıf dahil edecek olan poroce."
fiat egea,11,fiat egea,10,"fiat viaggio / fiat ottimo / dodge dart'ın makyajlı halinden başka bir şey değildir. yıllar önce d200 kod adı ile benzer şekilde gazlanan sedanın (linea) arkasına kıç eklenmiş grande punto'dan başka bir şey çıkmaması gibi.araç güzeldir muhtemelen, ona lafımız yok ama sıfırdan arabayı icat etmiş gibi bir havalar bir havalar...","fiyat Piaggio / fiyat ottimo / dodge dartın makyajlı halinden başka bir şey değildir . yıllar önce d200 kod adı ile benzer şekilde gazlanan sedanın ( linea ) arkasına kıç eklenmiş grande puntodan başka bir şey çıkmaması gibi . araç güzeldir muhtemelen , ona lafımız yok ama sıfırdan arabayı icat etmiş gibi bir havalar bir havalar ...","fiat viaggio / fiat ottimo / dodge dart'ın makyaj halin başka bir şey değildir. yıl önç d200 kod ad il benzer şekil gazlanan seda (linea) arka kıç eklen grande punto'dan başka bir şey çıkmama gibi.araç güzel muhtemelen, on laf yok am sıfır araba icat et gip bir hava bir havalar..."
fiat egea,12,fiat egea,1,2016 yılı için ezberleri bozacak diye çıkartılan araba. hangi ezberi bozacaksınız manuel vites ve manuel kadranla acaba ? bu milletin ezberi reno12 den toros'a geçerken bile bozulmadı. kaporta da bir kaç değişiklik yapmak suretiyle milletimizin ezberini bozmaya çalışıyorlar....siz kimsin yaaa?? bize milletimiz yeterrr.,2016 yılı için ezberleri bozacak diye çıkartılan araba . hangi ezberi bozacaksınız manuel vites ve manuel kadranla acaba ? bu milletin ezberi reno12 den torosa geçerken bile bozulmadı . kaporta da bir kaç değişiklik yapmak suretiyle milletimizin ezberini bozmaya çalışıyorlar ... . siz kimsin yaaa ? ? bize milletimiz yeterrr .,2016 yıl iç ezber bozacak di çıkartılan araba. hangi ezber bozacak manuel vites ve manuel kadran acap ? bu mill ezber reno12 den toros'a geçer bil bozulmadı. kapor da bir kaç değişiklik yapmak suret millet ezber bozma çalışıyorlar....siz kims yaaa?? biz millet yeterrr.
fiat egea,12,fiat egea,2,"- bu teaser'da gördüklerinizi evde denemeyiniz -teaser'ının 33. saniyesinde görülen viraja 90 km/s hızla girip direksiyonu o kadar(cık) kırınca görüntü kesilmeseymiş keşke, 10 numara bi kaza videosu izlerdik. *- bu teaser'da gördüklerinizi evde denemeyiniz -","- bu teaser'da gördüklerinizi evde denemeyin - teaser'inin 33. saniyesinde görülen viraja 90 km / s hızla girip direksiyonu o kadar ( cık ) kırınca görüntü kesilmeseymiş keşke , 10 numara bir kaza videosu izlerdik . * - bu teaser'da gördüklerinizi evde denemeyin -","- bu teaser'da gördük ev denemey -teaser'ının 33. saniye görülen viraj 90 km/s hızl girip direksiyon o kadar(cık) kırı görüntü kesilmes keşke, 10 numara bi kaz video izlerdik. *- bu teaser'da gördük ev denemey -"
fiat egea,12,fiat egea,3,fiat'ın kedi olalı bir fare tuttuğunu gösteren otomobil. test etmek için sabırsızlanıyorum. mutlaka bir oto kiralama firmasına düşecek ve ben de kiralayacağım. not: otomatik vites ve dijital gösterge paçozluğuna mahal vermediği için fiat'ın gözümde değeri arttı.,fiat'ın kedi olalı bir fare tuttuğunu gösteren otomobil . test etmek için sabırsızlanıyorum . mutlaka bir oto kiralama firmasına düşecek ve ben de kiralayacağım . not : otomatik vites ve dijital gösterge paçozluğuna mahal vermediği için fiat'ın gözümde değeri arttı .,fiat'ın ked olal bir fare tuttuk gösteren otomobil. test etmek iç sabırsızlanıyorum. mutlak bir oto kirala firma düşecek ve ben de kiralayacağım. not: otomatik vites ve dijital gösterg paçozluk mahal vermedik iç fiat'ın göz değer arttı.
fiat egea,12,fiat egea,4,tanıtım vidyoları genellikle araçların full donanımıyla çekiliyor. o donanım ülkeye gelmeyecek olsa bile. vidyodaki arabada xenon yok. sitesine baktım multimedia'da navigasyon yok. yazmadıklarına/ göstermediklerine göre opsiyonla da alamıyorsun. bu mu kaliteli araba?,tanıtım videoları genellikle araçların full donanımıyla çekiliyor . o donanım ülkeye gelmeyecek olsa bile . videodaki arabada xenon yok . sitesine baktım multimediada navigasyon yok . yazmadıklarına / göstermediklerine göre opsiyonla da alamıyorsun . bu mu kaliteli araba ?,tanıt vidyo genellik araç full donanım çekiliyor. o donan ülke gelmeyecek ols bile. vidyo araba xenon yok. site bakt multimedia'da navigasyon yok. yazmadıklarına/ göstermedik gör opsiyon da alamıyorsun. bu mu kalite araba?
fiat egea,12,fiat egea,5,fiat linea dan sonra doğan slx'e geri dönseler bile büyük bir ilerleme kaydetmiş olacaklarından dolayı çok fazla beklenti içerisine girilmemesi gereken modeldir.,fiat linea dan sonra doğan slx'e geri dönseler bile büyük bir ilerleme kaydetmiş olacaklarından dolayı çok fazla beklenti içerisine girilmemesi gereken modeldir .,fiat linea dan sonr doğan slx'e ger döns bil büyük bir ilerle kaydet olacak dola çok fazl beklen içeri girilmeme gere modeldir.
fiat egea,12,fiat egea,6,fuarda aracın göstergeleri doğan slx'e benziyor diyenlerle dalga geçilmişti. videoda da görüyoruz ki hız göstergesi doğan slx'in modernize edilmiş hali. egea doğan,fuarda aracın göstergeleri doğan slx'e benziyor diyenlerle dalga geçilmişti . videoda da görüyoruz ki hız göstergesi doğan slx'in modernize edilmiş hali . eğer doğan,fuar araç gösterge doğan slx'e benziyor diyen dalga geçilmişti. video da görüyor ki hız gösterge doğan slx'in moder edil hali. egea doğan
fiat egea,12,fiat egea,7,"eğer mantıklı bir fiyat politikası uygulanırsa, düzgün ve sorunsuz bir tam otomatik veya tiptronic şanzımanla (easytronic tarzı yarı otomatik bol sorunlu yığılma yapan dandik şanzımana aman diyim) sunulursa, ve donanım paketlerinde elektrikli açılır sunroof ve cruise control sunulursa birçok yabancı marka araç müşterisini de kendisine çekecektir..","eğer mantıklı bir fiyat politikası uygulanırsa , düzgün ve sorunsuz bir tam otomatik veya tiptronic şanzımanla ( easytronic tarzı yarı otomatik bol sorunlu yığılma yapan dandik şanzımana aman deyim ) sunulursa , ve donanım paketlerinde elektrikli açılır sunroof ve cruise control sunulursa birçok yabancı marka araç müşterisini de kendine çekecektir . .","eğer mantık bir fiyat politika uygulanırsa, düzg ve soruns bir tam otomatik veya tiptronic şanzıman (easytronic tarz yar otomatik bol sorun yığıl yapan dandik şanzıman aman diyim) sunulursa, ve donan paket elektrik açılır sunroof ve crui control sunulur birçok yabanç marka araç müşteri de kendi çekecektir.."
fiat egea,12,fiat egea,8,"- dizel otomatik versiyonu olursa- euro ncap'ten 5 yıldızı kaparsa- dizel otomatiğinin yakıt tüketimi şehir içinde (katalog değeri olarak da olsa) 5 litre/ 100km'nin altında kalırsa ve gerçek değeri bundan çok uzaklaşmazsa- içi yeteri kadar dolu, yeteri kadar konforlu olursa, (ki bunların çoğu artık standart taban donanım olma yolunda):-- dokunmatik ekranlı, kaliteli navigasyonlu multimedya sistemi-- usb'den bağladığında ios ve android arayüzlerini otomatik algılayabilmesi, müzik playlistleri tak tak çalabilmesi-- otomatik katlanır aynalar-- otomatik yanan farlargibievet yok ebesinin ali sami dediğinizi duyar gibiyimamma bunlar olursa gol olur, hanımın bir sonraki arabası olur, olur mu olur","- dizel otomatik versiyonu olursa - euro Ncap'den 5 yıldızı kaparsa - dizel otomatiğinin yakıt tüketimi şehir içinde ( katalog değeri olarak da olsa ) 5 litre / 100km'nin altında kalırsa ve gerçek değeri bundan çok uzaklaşmazsa - içi yeteri kadar dolu , yeteri kadar konforlu olursa , ( ki bunların çoğu artık standart taban donanım olma yolunda ) : - - dokunmatik ekranlı , kaliteli navigasyonlu multimedya sistemi - - usb'den bağladığında ios ve android arayüzlerini otomatik algılayabilmesi , müzik playlistleri tak tak çalabilmesi - - otomatik katlanır aynalar - - otomatik yanan farlargibievet yok ebesinin ali sami dediğinizi duyar gibiyimamma bunlar olursa gol olur , hanımın bir sonraki arabası olur , olur mu olur","- dizel otomatik versiyon olursa- euro ncap'ten 5 yıldız kaparsa- dizel otomatik yakıt tüket şehir iç (katalog değer olarak da olsa) 5 litre/ 100km'nin alt kalır ve gerçek değer bun çok uzaklaşmazsa- iç yeter kadar dolu, yeter kadar konfor olursa, (ki bun çok ar standart taban donan olm yolunda):-- dokunmatik ekranlı, kalite navigasyon multimedya sistemi-- usb'den bağladık ios ve android arayüz otomatik algılayabilmesi, müzik playlist tak tak çalabilmesi-- otomatik katlanır aynalar-- otomatik yanan farlargibievet yok ebe ali sami dedik duyar gibiyimamm bun olur gol olur, han bir sonraki araba olur, olur mu olur"
fiat egea,12,fiat egea,9,(bkz: vites topuzunu sevdiğim),( bkz : vites topuzunu sevdiğim ),(bkz: vites topuz sevdiğim)
fiat egea,12,fiat egea,10,fiat aegea'nın muhtemel adı.,fiyat aegea'nın muhtemel adı .,fiat aegea'nın muhtemel adı.
fiat egea,13,fiat egea,1,araç fena gözükmüyor dış görünüşü azda olsa iç dizaynı açısından fena değil iyi denilebilir fakat fiyatı nedir ne değildir performansı nedir bilinmez ama güvenlik açısından fiat lan sonuçta bana güvenli gelmiyor bir tok kapı sesi olmayacaktır.,araç fena gözükmüyor dış görünüşü azda olsa iç dizaynı açısından fena değil iyi denilebilir fakat fiyatı nedir ne değildir performansı nedir bilinmez ama güvenlik açısından fiyat lan sonuçta bana güvenli gelmiyor bir tok kapı sesi olmayacaktır .,araç fena gözükmüyor dış görünüş az ols iç dizayn açıs fena değil iyi denilebilir fakat fiyat ne ne değil performans ne bilinmez am güvenlik açıs fiat lan sonuç ban güven gelmiyor bir tok kap ses olmayacaktır.
fiat egea,13,fiat egea,2,fiyatı önemli olan araçtır.gerçi şu devirde 60 bin tl'den aşağı araç kalmadı ya zaten.,fiyatı önemli olan araçtır . gerçi şu devirde 60 bin tl'den aşağı araç kalmadı ya zaten .,fiyat önem olan araçtır.gerçi şu devir 60 bin tl'den aşak araç kalm ya zaten.
fiat egea,13,fiat egea,3,"ilk bakışta çizgileri hoşuma giden, önde kırmızı fiat yazısını görünce aklıma direk albea/linea getiren araçtır. şirket filolarındaki fluence'lere rakip olur en fazla gibime geliyor.","ilk bakışta çizgileri hoşuma giden , önde kırmızı fiyat yazısını görünce aklıma direk albea / linea getiren araçtır . şirket filolarındaki fluencelere rakip olur en fazla gibime geliyor .","ilk bakış çizgi hoş giden, ön kır fiat yazı görü akl direk albea/linea getiren araçtır. şirket filo fluence'lere rakip olur en fazl gip geliyor."
fiat egea,13,fiat egea,4,orta konsolu yine yarrak gibi olan fiat.,orta konsolu yine yaprak gibi olan fiyat .,or konso yin yarrak gip olan fiat.
fiat egea,13,fiat egea,5,"ezber bozmak, önyargıları yıkmak... böyle söylemler kullanınca ürününüzün kötü bir itibarı olduğunu kabul etmiş olmuyor musunuz? nasıl bir reklam anlayışıdır bu, anlamıyorum.","ezber bozmak , önyargıları yıkmak ... böyle söylemler kullanınca ürününüzün kötü bir itibarı olduğunu kabul etmiş olmuyor musunuz ? nasıl bir reklam anlayışıdır bu , anlamıyorum .","ezber bozmak, önyargı yıkmak... böyl söyle kullan ürün kötü bir itibar olduk kabul et olmuyor musunuz? nasıl bir reklam anlayış bu, anlamıyorum."
